,year_film,year_ceremony,ceremony,category,name,film,winner
2078,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Miracle on 34th Street,True
2079,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Robert Ryan,Crossfire,False
2080,1947,1948,20,ACTOR IN A SUPPORTING ROLE,Richard Widmark,Kiss of Death,False
2181,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Charles Bickford,Johnny Belinda,False
2182,1948,1949,21,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,False
2183,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,False
2184,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Walter Huston,The Treasure of the Sierra Madre,True
2185,1948,1949,21,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,False
2290,1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False
2291,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,True
2292,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,False
2293,1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,False
2294,1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,False
2402,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,False
2403,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,False
2404,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,False
2405,1950,1951,23,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,True
2406,1950,1951,23,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,False
2514,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Leo Genn,Quo Vadis,False
2515,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Kevin McCarthy,Death of a Salesman,False
2516,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Karl Malden,A Streetcar Named Desire,True
2517,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,False
2518,1951,1952,24,ACTOR IN A SUPPORTING ROLE,Gig Young,Come Fill the Cup,False
2632,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Richard Burton,My Cousin Rachel,False
2633,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Arthur Hunnicutt,The Big Sky,False
2634,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Victor McLaglen,The Quiet Man,False
2635,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Jack Palance,Sudden Fear,False
2636,1952,1953,25,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Viva Zapata!,True
2761,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Eddie Albert,Roman Holiday,False
2762,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Brandon De Wilde,Shane,False
2763,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Jack Palance,Shane,False
2764,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,True
2765,1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,False
2890,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,False
2891,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Karl Malden,On the Waterfront,False
2892,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Edmond O'Brien,The Barefoot Contessa,True
2893,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Rod Steiger,On the Waterfront,False
2894,1954,1955,27,ACTOR IN A SUPPORTING ROLE,Tom Tully,The Caine Mutiny,False
3017,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False
3018,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,True
3019,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Joe Mantell,Marty,False
3020,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Sal Mineo,Rebel without a Cause,False
3021,1955,1956,28,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Picnic,False
3139,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Don Murray,Bus Stop,False
3140,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Perkins,Friendly Persuasion,False
3141,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,True
3142,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Bold and the Brave,False
3143,1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,False
